Time,Elbow,Knee,Spine
1,8.564,44.348,25.533
2,61.687,40.008,20.603
3,176.358,177.089,173.455
4,179.236,177.515,176.132
5,179.79,176.691,176.736
6,34.172,178.182,175.038
7,178.825,178.441,172.974
8,179.185,178.675,173.219
9,177.434,177.579,173.617
10,177.08,178.62,172.753
11,179.791,177.123,174.088
12,179.189,177.206,174.832
13,179.769,177.578,174.738
14,179.552,177.91,175.085
15,179.877,177.786,174.953
16,178.072,176.893,175.146
17,177.858,177.937,176.248
18,166.111,178.925,175.797
19,115.341,179.117,173.098
20,178.817,177.552,177.324
21,179.328,179.172,173.595
22,178.352,179.709,175.929
23,176.539,176.553,175.255
24,179.851,176.343,176.594
25,176.856,176.625,176.441
26,175.958,176.309,177.675
27,177.543,176.169,176.96
28,177.342,177.041,176.926
